Medicamento 	Dosis 	Presentación 	Marca 	Farmacía 	Precio 	Dirección 	Comuna 	Región
122 	LIFTER 	50 mg 	1 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	1290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
123 	LIFTER 	50 mg 	5 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	10690 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
124 	LIFTER 	50 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	24340 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
125 	NEPOKARE 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	ETEX FARMACÉUTICA LTDA. 	Cruz Verde 	29990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
126 	NEPOKARE 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	ETEX FARMACÉUTICA LTDA. 	Cruz Verde 	34990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
127 	BETAPLEX 	12,5 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	14990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
128 	GLIFORTEX 	850 mg 	60 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	14890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
129 	MINEVA E-20 	s/i 	21 GRAGEAS 	MINTLAB Co. S.A. 	Cruz Verde 	4990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
130 	AMPINO 	10 mg 	30 COMPRIMIDOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	12590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
131 	QUETIUM 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	14490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
132 	IBUPIRAC LC 	400 mg 	20 CÁPSULAS BLANDAS 	CHEMOPHARMA S.A. 	Cruz Verde 	4290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
133 	IBUPIRAC LC 	600 mg 	10 CÁPSULAS BLANDAS 	CHEMOPHARMA S.A. 	Cruz Verde 	6590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
134 	DROLSAN 	200 mg 	30 COMPRIMIDOS RECUBIERTOS 	MINTLAB Co. S.A. 	Cruz Verde 	16900 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
135 	LUCASTE 	 4 mg 	30 COMPRIMIDOS MASTICABLES 	EUROFARMA CHILE S.A. 	Cruz Verde 	12990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
136 	LUCASTE 	 5 mg 	30 COMPRIMIDOS MASTICABLES 	EUROFARMA CHILE S.A. 	Cruz Verde 	16490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
137 	CERCIORA T 	0,75 mg 	2 COMPRIMIDOS 	EXELTIS CHILE S.p.A. 	Cruz Verde 	12990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
138 	VALVITAE 	80 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Cruz Verde 	13190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
139 	ESC 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	10490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
140 	COXDOS 	200 mg 	30 CÁPSULAS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	33990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
141 	CARDIOLEN 	80 mg 	20 CÁPSULAS 	INSTITUTO SANITAS S.A. 	Cruz Verde 	15490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
142 	CARDIOLEN 	120 mg 	20 CÁPSULAS 	INSTITUTO SANITAS S.A. 	Cruz Verde 	20570 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
143 	LODIPRES 	25 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	16890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
144 	LOWDEN 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Cruz Verde 	20990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
145 	LOWDEN 	20 mg 	60 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Cruz Verde 	40390 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
146 	LAFIGIN 	25 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	15890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
147 	LAFIGIN 	50 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	24690 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
148 	INFLADER 	10 mg 	30 CÁPSULAS BLANDAS 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	23390 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
149 	DEZARTAL 	6 mg 	30 COMPRIMIDOS 	GRÜNENTHAL CHILENA LTDA. 	Cruz Verde 	30290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
150 	FAMOTIDINA 	20 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
151 	GESIX 	200 mg 	10 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	9490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
152 	GESIX 	200 mg 	30 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	21990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
153 	LADEE 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	EXELTIS CHILE S.p.A. 	Cruz Verde 	15090 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
154 	DEZARTAL 	30 mg 	20 COMPRIMIDOS 	GRÜNENTHAL CHILENA LTDA. 	Cruz Verde 	57790 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
155 	DANIELE 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	EXELTIS CHILE S.p.A. 	Cruz Verde 	10880 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
156 	DOSARA 	160 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	13990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
157 	DOSARA 	80 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	13940 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
158 	TAPSIN PURO 	500 mg 	16 COMPRIMIDOS 	LABORATORIO MAVER S.A. 	Cruz Verde 	1090 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
159 	PLENITEX 	75 mg 	30 CÁPSULAS 	LABORATORIOS RAFFO S.A. 	Cruz Verde 	11290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
160 	LOWDEN 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Cruz Verde 	15590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
161 	LOWDEN 	10 mg 	60 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Cruz Verde 	29590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
162 	PLENITEX 	150 mg 	30 CÁPSULAS 	LABORATORIOS RAFFO S.A. 	Cruz Verde 	19990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
163 	BETINA 	24 mg 	30 COMPRIMIDOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	29340 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
164 	BETINA 	16 mg 	30 COMPRIMIDOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	24690 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
165 	OLANVITAE 	5 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Cruz Verde 	18990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
166 	OLANVITAE 	10 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Cruz Verde 	27990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
167 	ROSINA CD 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	COMERCIAL GEDEON RICHTER (CHILE) LTDA. 	Cruz Verde 	13090 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
168 	SOLUNA-E 20 	s/i 	21 COMPRIMIDOS 	MINTLAB Co. S.A. 	Cruz Verde 	8190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
169 	SOLUNA E 	s/i 	21 COMPRIMIDOS 	MINTLAB Co. S.A. 	Cruz Verde 	8990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
170 	FLUYET 	75 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMAVITA S.A. 	Cruz Verde 	18990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
171 	IBUPROFENO 	600 mg 	20 COMPRIMIDOS RECUBIERTOS 	ASCEND LABORATORIES S.p.A. 	Cruz Verde 	1440 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
172 	PARACETAMOL 	500 mg 	16 COMPRIMIDOS 	OPKO CHILE S.A. 	Cruz Verde 	890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
173 	LETICO 	25 mg 	30 COMPRIMIDOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	9090 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
174 	LEVEVITAE 	1000 mg 	30 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Cruz Verde 	29990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
175 	ENALAPRIL MALEATO 	10 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	690 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
176 	PRENAL 	s/i 	21 COMPRIMIDOS RECUBIERTOS 	MINTLAB Co. S.A. 	Cruz Verde 	8190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
177 	IRTANA H 	300/12,5 	30 COMPRIMIDOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	23990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
178 	IRTANA H 	150/12,5 	30 COMPRIMIDOS 	EUROFARMA CHILE S.A. 	Cruz Verde 	23990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
179 	RISPYL 	1 mg 	20 COMPRIMIDOS RECUBIERTOS 	AXON PHARMA S.p.A. 	Cruz Verde 	14490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
180 	LOSARTÁN POTÁSICO 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASCEND LABORATORIES S.p.A. 	Cruz Verde 	2390 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
181 	LIPOX 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	10390 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
182 	LIPOX 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	20190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
183 	AMOXICILINA / ÁCIDO CLAVULANICO 500/125 	500/125 	20 COMPRIMIDOS RECUBIERTOS 	OPKO CHILE S.A. 	Cruz Verde 	7590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
184 	REUMAZINE 	200 mg 	30 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Cruz Verde 	20990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
185 	MICROSER 	24 mg 	30 COMPRIMIDOS 	GRÜNENTHAL CHILENA LTDA. 	Cruz Verde 	41990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
186 	IBUPROFENO 	400 mg 	20 COMPRIMIDOS RECUBIERTOS 	ASCEND LABORATORIES S.p.A. 	Cruz Verde 	1240 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
187 	NEURUM 	50 mg 	30 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	10890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
188 	HASSAPIRIN INFANTIL 	100 mg 	20 COMPRIMIDOS 	MINTLAB Co. S.A. 	Cruz Verde 	1590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
189 	ALEXIA 	120 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	24640 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
190 	CETRAXAL PLUS 3/0,25 	3/0,25 	10 SOLUCIÓN PARA GOTAS ÓTICAS 	FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA. 	Cruz Verde 	14890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
191 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	OPKO CHILE S.A. 	Cruz Verde 	4990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
192 	PYRIPED 	400 mg 	20 CÁPSULAS BLANDAS 	MINTLAB Co. S.A. 	Cruz Verde 	2790 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
193 	LEVORIGOTAX 	 5 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS PRATER S.A. 	Cruz Verde 	6440 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
194 	ZIVAL 	 5 mg 	40 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	11840 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
195 	GOFYL 	200 mg 	30 COMPRIMIDOS RECUBIERTOS 	AXON PHARMA S.p.A. 	Cruz Verde 	31990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
196 	GOFYL 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	AXON PHARMA S.p.A. 	Cruz Verde 	20990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
197 	GOFYL 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	AXON PHARMA S.p.A. 	Cruz Verde 	13690 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
198 	NEURUM 	75 mg 	40 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	14940 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
199 	NEOZENTIUS 	10 mg 	28 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	32140 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
200 	QUINOBIOT 	750 mg 	7 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	16790 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
201 	QUINOBIOT 	750 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	14490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
202 	CLARITROMICINA 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	CHEMOPHARMA S.A. 	Cruz Verde 	4990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
203 	CELTIUM 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Cruz Verde 	31690 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
204 	TOPICTAL 	100 mg 	28 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Cruz Verde 	58190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
205 	REPOSIL 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	MEDIPHARM LTDA. 	Cruz Verde 	12990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
206 	T4 - BAGÓ 	150 mcg 	50 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Cruz Verde 	9290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
207 	T4 - BAGÓ 	50 mcg 	50 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Cruz Verde 	6290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
208 	CLONAZEPAM 	 0,5 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	4190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
209 	PREGOBIN 	75 mg 	30 CÁPSULAS 	LABORATORIOS RECALCINE S.A. 	Cruz Verde 	13990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
210 	PREGOBIN 	150 mg 	30 CÁPSULAS 	LABORATORIOS RECALCINE S.A. 	Cruz Verde 	35990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
211 	CLONAZEPAM 	 2 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	4690 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
212 	KETOPROFENO 	50 mg 	20 CÁPSULAS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	1590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
213 	MELIC 	15 mg 	10 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	5640 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
214 	MELIC 	15 mg 	30 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	10490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
215 	TRAMADOL CLORHIDRATO 	50 mg 	10 CÁPSULAS 	MINTLAB Co. S.A. 	Cruz Verde 	3740 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
216 	MELOXICAM 	15 mg 	10 COMPRIMIDOS 	MINTLAB Co. S.A. 	Cruz Verde 	2090 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
217 	MELOXICAM 	 7,5 mg 	15 COMPRIMIDOS 	MINTLAB Co. S.A. 	Cruz Verde 	2640 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
218 	TOLEXINE GE 	100 mg 	15 COMPRIMIDOS 	LABORATORIOS D & M PHARMA LTDA. 	Cruz Verde 	19090 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
219 	GEMFIBROZILO 	600 mg 	30 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	3490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
220 	AZYMOL 	10 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Cruz Verde 	43990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
221 	AZYMOL 	15 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Cruz Verde 	57990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
222 	CLARIMAX 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	24890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
223 	CLARIMAX 	500 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	25390 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
224 	GOVAL 	 3 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	17990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
225 	IBUPROFENO 	200 mg 	20 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	1290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
226 	ABACTEN 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Cruz Verde 	21990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
227 	SUCEDAL 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	26290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
228 	BLOCAR 	12,5 mg 	30 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Cruz Verde 	12290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
229 	T4 - BAGÓ 	100 mcg 	50 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Cruz Verde 	5190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
230 	T4 - BAGÓ 	100 mcg 	100 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Cruz Verde 	9990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
231 	GOVAL 	 1 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Cruz Verde 	13990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
232 	TERBINAFINA 	250 mg 	28 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	8990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
233 	RECAMICINA 	750 mg 	7 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	18590 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
234 	RECAMICINA 	750 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	16490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
235 	PRODEL 	 4 mg 	20 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Cruz Verde 	1890 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
236 	CLAVOXILINA BID 875/125 	875/125 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	13280 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
237 	CLAVOXILINA BID 875/125 	875/125 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	21790 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
238 	CIBLEX 	15 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Cruz Verde 	20290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
239 	SOMNIL 	10 mg 	30 COMPRIMIDOS 	TECNOFARMA S.A. 	Cruz Verde 	21190 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
240 	DOXICICLINA 	100 mg 	10 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	2490 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
241 	AZITROM 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	17990 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
242 	LORATADINA 	10 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	1090 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
243 	ACICLOVIR 	200 mg 	24 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Cruz Verde 	2790 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
244 	PAMAX 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Cruz Verde 	20290 	Avda. Kennedy Nº 9001, local 217 Alto Las Condes 	Las Condes 	Metropolitana
